Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Iceland,ISL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.16361089,27.37336205,29.15673566,29.57595155,29.43938186,28.76826454,30.24576612,29.09669259,27.25561128,23.72195023,22.00059319,22.18716212,22.3341155,22.12878289,23.27443764,22.89261128,19.03991555,15.68088431,12.41743902,11.47452035,11.51888054,10.25273575,10.32861882,10.38444434,10.90966049,11.66815576,0,0,0,0,0,0,0,0,0,
Israel,ISR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.00443329,97.02488872,97.15606659,97.12080699,97.23753922,97.2622934,97.25223531,97.30608138,97.1622068,97.17166025,97.21454697,97.15492672,96.91864978,96.92470636,96.6492413,96.60352083,96.93212755,97.03289555,96.48936106,96.36279386,96.31563895,96.44527222,99.88711393,,,,0,0,0,0,0,0,0,0,0,
Italy,ITA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.43128568,92.88832888,92.57419105,92.26309962,92.08093577,93.01737415,92.60717556,92.43583741,92.27788071,91.83283035,91.72130863,91.3947929,91.02713957,90.20683335,90.39672448,89.79136945,89.18082728,88.17283362,86.83138421,84.84085236,84.61937829,84.45465937,82.18630774,79.95486,78.58873521,78.98181672,0,0,0,0,0,0,0,0,0,
Jamaica,JAM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.95014096,88.12577232,88.92547555,89.4773205,89.34564274,90.35023675,90.64076403,90.37494732,91.95323844,92.15022219,92.33261346,93.33522398,93.10480876,93.31247344,93.5581103,94.28958367,94.39377368,94.15815851,94.32830049,96.28063671,91.88351347,92.25894793,90.85014257,90.48835875,90.41364981,44.75239056,0,0,0,0,0,0,0,0,,
Jordan,JOR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.13138365,98.19574066,98.52767303,98.44946728,98.46587478,98.55250815,98.58442028,98.57101176,98.56201849,98.5385886,98.45513462,98.00001209,97.9814997,96.96382613,97.66997389,97.89480274,97.89151247,98.4163242,98.00262582,97.9606777,97.35049824,96.00337043,97.33264631,97.62487933,97.63135949,58.1782306,0,0,0,0,0,0,0,0,,
Japan,JPN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.89774702,84.1935988,84.36437943,82.87163153,83.12395299,81.87670012,81.58573334,80.73976297,79.74841154,80.96158422,81.00693831,80.96851772,81.81087609,84.23220374,82.55906881,81.54236163,81.24314883,83.31347369,83.02821986,80.55983674,80.76686766,89.53365273,94.63922761,94.64103565,95.09095403,93.79145081,0,0,0,0,0,0,0,0,0,
Kazakhstan,KAZ,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.94785671,97.24000403,97.55489649,98.08963811,96.57949225,97.25564037,97.19043125,97.36621042,97.63317828,97.60573467,97.24698008,97.48149242,97.92889484,98.50655831,98.95544131,98.66456723,,98.87991717,98.93786631,99.04584705,98.77615598,98.92430483,98.83120572,99.16662335,,,0,0,0,0,0,0,0,0,,
Kenya,KEN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.66621375,16.70677752,16.46940411,15.95394137,14.78860234,15.57226682,16.30600853,15.55644447,16.47761966,16.90009593,18.10498009,16.28926842,15.51195241,13.04491102,13.95301469,15.21458339,16.77779994,16.3514894,16.7419663,18.53163839,19.39687954,18.79306028,16.99637642,18.37283655,17.92587224,16.04469663,0,0,0,0,0,0,0,0,0,
Kyrgyz Republic,KGZ,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.51989756,92.62211064,87.77401445,81.99750048,71.08881637,64.67306197,68.08730821,69.24425114,70.77703997,63.08171414,62.78371458,60.34155619,65.88615434,65.04972115,67.11899812,66.02251676,66.59024137,70.29155071,74.40872646,72.98706948,70.51915044,70.10334273,73.87067908,73.17187219,70.14086096,66.61526519,0,0,0,0,0,0,0,0,,
Cambodia,KHM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.07521946,18.2524475,18.53191662,19.53074596,20.13979948,20.38866594,21.23533129,21.26517483,22.3621472,22.38759943,24.28148617,25.53954327,27.77882192,27.41693424,31.92808874,33.98315227,33.57098105,33.60669863,33.30217576,35.18777347,42.38269713,0,0,0,0,0,0,0,0,,
Kiribati,KIR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.96269957,86.08110323,85.43995378,86.59458704,87.42319404,86.43306527,86.91624157,88.77174324,84.2339326,84.57299836,85.037411,86.10461244,85.0004809,84.12139771,83.98678648,81.35112947,81.93945408,83.22312044,83.27027416,83.30513001,84.97727053,84.38952578,85.26135351,86.19853471,84.83767702,83.72495451,0,0,0,0,0,0,0,0,0,
Kuwait,KWT,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.73050361,97.75467353,,,,,96.35154621,94.22809053,98.94794497,98.26874669,99.61095523,-48.81496157,0,0,0,0,0,0,0,0,,
Latin America & Caribbean (excluding high income),LAC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,63.56543108,65.07472414,67.02183616,67.46319205,67.79881225,68.89845486,69.47779048,70.40646742,70.69666725,71.24728122,71.00809093,70.98938819,69.17332858,68.02858639,67.90902895,68.19759885,68.14217523,68.62980141,68.58555266,68.71634278,69.31789758,69.72715137,70.03190691,70.50730564,70.37233339,70.9831398,71.62050178,72.26209191,72.2021356,72.76129263,72.93588153,72.1974358,71.80643364,71.99946268,71.98833232,71.74901608,71.18082218,71.21539001,70.74768402,71.08607442,71.81068154,72.53808012,72.78776903,72.9078676,72.19601451,71.35442857,70.65848686,69.73473461,69.57954879,67.28031693,69.52583449,68.71306088,68.04769473,67.8538182,
Lao PDR,LAO,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Lebanon,LBN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.54160717,93.63527553,93.15065848,94.85027347,94.8843825,95.15813109,94.3353346,95.15901822,94.82867143,95.41199041,93.75254364,94.37141424,94.85906462,94.71377211,94.68660902,93.99266046,95.58643344,98.03423283,99.28329593,95.25004094,94.41574707,94.63308846,95.4053286,95.19189467,96.64752395,89.32472849,0,0,0,0,0,0,0,0,,
Liberia,LBR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.87001269,98.88605155,98.88054132,98.92175946,99.04483453,99.0979045,,,99.32970993,,99.34093213,97.28846113,98.80032439,,,96.54406478,,,,,,81.08967801,89.17142755,,77.60554736,62.17909685,0,0,0,0,0,0,0,0,,
St. Lucia,LCA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,LCN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,67.97081924,68.28538527,69.9702674,70.46069273,70.52809927,71.41666687,71.95304176,73.12634078,73.04884096,73.63076938,73.56061642,73.35550701,71.89404633,70.89654902,70.3894048,70.64157416,70.35065218,70.74417252,70.84407395,70.83369108,71.39021658,71.93278889,71.96804871,72.64729399,72.3612838,73.08702673,73.62786231,74.34637407,74.55004051,74.90743173,74.88332649,74.76747014,74.3050248,73.9428568,73.9459283,73.75230569,73.37364658,73.40896446,72.92150274,73.7710496,73.98314886,74.26892195,74.5013096,74.66157643,73.88067597,73.18221636,72.4031093,71.09926848,70.93616379,68.36542621,70.645871,69.79220055,68.99014845,67.50887553,
Least developed countries: UN classification,LDC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,14.03530013,14.04658203,14.68872895,14.49894204,13.33498674,13.81864857,13.75967403,13.88118916,14.05174592,15.01421063,14.635417,14.82110504,14.74652763,15.02561679,15.28677837,15.82379654,15.87707259,16.57488983,16.29153966,15.90278717,15.72439915,15.63100673,15.6264978,15.83937817,17.02386372,17.39066204,17.65613262,18.17684349,19.42247678,19.57289948,20.29222934,20.33908998,21.32799358,21.96498164,22.35377743,23.6126339,24.69467418,25.24688681,25.85322228,25.6929637,26.00528823,26.13460652,28.24865076,28.61326718,29.30113976,30.48081322,32.21124943,32.28462521,32.95918812,32.13515274,32.44416859,32.80074825,31.83543831,,
Low income,LIC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,52.68003452,54.97363511,55.59570994,56.16476912,56.42107894,57.24774015,58.25454271,59.22123058,60.9818053,61.25708854,61.78468294,62.84352955,63.52677252,64.21156179,64.00792346,63.44290097,62.86504008,63.13734834,62.51039782,49.90425835,49.51516589,46.63300495,44.59273829,42.80505819,41.70200657,40.19462384,39.69967791,41.29548895,42.82283855,43.54301146,43.39737573,42.79024466,42.86169949,43.20998969,45.45564232,46.093716,45.75208281,46.59096286,45.42607487,43.89197755,41.12175165,35.56456071,33.60888261,33.34416217,29.40720256,28.14801897,34.35359336,34.4952724,35.03886023,32.05735995,29.99641902,29.37585144,28.74923782,,
Liechtenstein,LIE,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.10935371,25.12938844,24.79341233,29.80085795,31.69398714,33.0581647,37.545243,37.67070536,38.92119825,39.83097928,43.01992209,43.34724815,44.57840583,46.36261907,45.78774773,45.28484175,43.43131036,45.37929305,45.33457687,43.04243147,43.01574461,51.50229449,52.18813695,48.96521391,53.62706686,41.04888503,0,0,0,0,0,0,0,0,,
Lower middle income,LMC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,32.44730924,32.77047804,33.37682592,33.9194345,34.44184708,35.24416005,35.88384259,35.75934552,36.81975756,37.36267123,38.69436565,39.77937383,40.54999336,40.859504,42.27270526,42.63871472,44.20030888,45.33575099,46.38365024,56.75937117,57.40503491,57.91170804,58.34609805,58.32637868,59.18915056,59.90414995,60.59210793,60.77723543,61.63077486,62.07229981,62.37305603,63.0473473,63.22483779,63.89522424,64.43017033,64.87137064,65.77239495,66.86335055,67.59376588,68.48439041,68.74516986,69.27402441,69.06040494,70.18768593,70.78628778,71.02973859,71.21471677,71.43818882,71.46469436,70.43488998,70.87421805,71.10259173,72.04476786,20.26,
Low & middle income,LMY,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,44.19907189,44.15911347,49.04966574,51.62627951,53.97489237,56.08172971,59.44922184,60.62461071,62.18319547,64.16108791,65.65402953,53.64264739,54.65603326,55.85387363,56.38006737,57.90167183,58.83845437,60.46203293,61.84007643,62.30056976,62.41592946,62.46584846,63.19916452,63.33139224,64.04853694,64.54054183,65.04442886,65.81926002,66.51477261,66.83389342,73.88437294,73.68760845,73.48901473,73.71551054,73.5857159,74.18810674,74.32102953,74.50890876,74.54009126,74.89094846,75.71887989,76.15751333,76.6381562,77.83005584,79.0326649,79.86243209,80.48232302,81.22782613,81.58442387,81.95934572,82.58324304,83.14648514,83.13303935,82.99779949,82.8855981,82.47273467,81.95459001,81.81513646,81.57847615,81.44609584,80.89506772,81.14088574,80.73939007,81.04120864,68.67507043,
Lesotho,LSO,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
Late-demographic dividend,LTE,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,96.02612609,96.20098474,96.38701005,96.43044142,96.56313379,96.9250631,96.67282032,96.5103709,96.1321333,96.30037292,96.7209182,67.37176674,68.04089221,68.9197898,69.06654592,70.52788869,71.23868232,72.59808158,74.32016739,74.3242835,74.01266433,72.91328296,73.25108086,73.73706645,74.09202379,73.8400588,74.55205166,75.11264413,75.69902926,75.57896,83.50319708,83.13531527,82.58727764,82.34780101,81.91762654,82.20009086,82.51927716,82.24794971,82.27281485,82.1565184,82.49622976,83.05591175,83.33002123,84.3598219,85.15067586,85.85369366,86.363271,86.83929759,86.97343205,87.1643356,87.73769135,88.33465266,88.13198967,88.03603187,87.67958237,87.26906744,86.6856524,86.40755639,86.16445648,85.81453453,85.5120007,85.68733553,85.25048253,85.10662374,58.80438278,
Lithuania,LTU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.74976811,77.72312986,65.05564833,61.01388189,66.80768023,59.96931923,58.61633823,60.09008143,59.15698875,60.1979071,58.58862141,57.35860265,53.36164398,52.06210589,53.25392477,59.76240572,61.05636411,60.96047225,60.19058081,55.35130094,74.27278421,73.8607386,72.88450958,70.04905144,68.19486523,-61.37885498,0,0,0,0,0,0,0,0,0,
Luxembourg,LUX,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.16955895,89.30562776,89.32514482,89.34016397,87.94682133,84.91759671,85.62389032,84.28060059,82.71524615,83.01031528,83.38564304,84.94548849,89.84097837,89.66399498,91.31897434,91.15822864,90.31912594,88.02920465,86.98306785,88.62658222,87.89035703,86.93768748,87.19761991,84.40710174,83.11884303,80.55793957,0,0,0,0,0,0,0,0,0,
Latvia,LVA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.40013787,79.58769767,76.39583037,73.36556453,70.50401214,66.41961014,65.22845574,65.07870141,64.98752914,63.32170186,63.38124789,63.66348969,63.40493239,63.62655431,62.97973078,63.17427532,64.78708485,65.13081472,65.08034581,61.11626629,65.82825714,62.89155018,58.02871698,58.91256542,56.71257196,58.96934247,0,0,0,0,0,0,0,0,0,
"Macao SAR, China",MAC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.48409535,84.59386902,85.26663473,86.0312225,86.66823161,87.00851905,86.36583703,86.51451093,86.38484409,86.94943108,86.52857641,87.54590736,87.79542677,87.14549869,82.24495835,84.95150001,85.5182876,85.98582296,86.97609471,86.96760323,87.09740193,88.62996279,89.09182771,88.31820404,88.36457319,72.86096243,0,0,0,0,0,0,0,0,,
Monaco,MCO,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.71644545,98.31899309,97.25575754,94.67405712,94.279758,93.22324034,92.81822406,92.16672,91.4662879,90.95231632,89.46724993,87.78955226,89.27814193,88.7532521,87.99411289,89.14645914,88.89267093,92.42786425,84.99734803,83.16975755,82.1328181,78.22686155,80.22457429,81.54914934,0,0,0,0,0,0,0,0,,
Madagascar,MDG,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Maldives,MDV,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
"Middle East, North Africa, Afghanistan & Pakistan",MEA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,82.32248982,82.48091436,83.03506829,84.21204398,84.61518628,85.59136999,86.43192252,86.95683409,88.52183333,89.38851428,89.76222085,90.59043487,91.16641065,91.37749007,91.22079052,91.53900049,91.75709694,92.32464649,92.63398255,92.06439188,92.23049605,92.62925125,92.94942167,93.17589868,93.24738903,93.28790694,93.52100617,93.51527171,93.67736321,93.67870801,93.83498637,93.94282825,93.8357715,93.83734318,93.95617626,94.10553802,94.29327749,94.79653493,94.8152254,94.8358678,94.85834722,95.04151821,94.8622687,95.05610294,95.0890273,95.14759466,95.3268232,95.33022948,95.2348804,95.22455321,95.05109701,94.5446335,94.28659842,95.07,
Mexico,MEX,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.81312656,86.86919977,86.36175645,86.35770063,87.53248788,85.55435913,85.62566425,86.03873436,86.48758151,86.40428424,86.09083839,87.61628161,87.39775972,86.78694439,86.02093505,87.06760897,88.05906069,87.58195979,86.99676901,89.98294296,87.99242429,88.29007121,90.44603248,90.02831193,89.51699982,90.90222947,0,0,0,0,0,0,0,0,0,
Marshall Islands,MHL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
Middle income,MIC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,44.19907189,44.15911347,49.04966574,51.62627951,53.97489237,56.08172971,59.44922184,60.62461071,62.18319547,64.16108791,65.65402953,53.6810313,54.64311519,55.86416878,56.38861493,57.95823187,58.89898924,60.54465854,61.93687857,62.35058188,62.46011418,62.49213488,63.21300965,63.32361858,64.04214918,64.56103418,65.10406733,65.9247637,66.6335296,66.98157371,74.7268021,74.53177634,74.39268213,74.65098887,74.5637678,75.19959747,75.35987577,75.57519655,75.52859496,75.85813608,76.6729898,77.14372567,77.63527668,78.81463558,79.989592,80.78053718,81.38105132,82.08477911,82.4355171,82.83712677,83.45245003,84.04093658,84.10986446,83.99462434,83.88417669,83.50666566,83.00490975,82.81087941,82.55647966,82.4050592,81.94078111,82.19258648,81.81949028,82.10475915,68.67507043,
North Macedonia,MKD,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.00661285,96.75600218,89.48967992,89.19431352,89.29797876,88.76023998,90.88137181,89.48618763,90.86521433,88.69709196,87.31730655,89.80503594,88.40623624,86.21743841,85.01377377,81.30945032,82.96705168,83.70256181,83.31848215,84.36726705,81.35001089,81.6682682,81.33437035,79.05223417,77.33296889,76.88077663,0,0,0,0,0,0,0,0,,
Mali,MLI,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.97002687,99.96469471,99.95163474,,98.03899623,,94.77933006,96.49385661,99.16131001,98.79581018,98.45484547,97.99925765,97.38233356,82.39871616,0,0,0,0,0,0,0,0,,
Myanmar,MMR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.46315788,14.65364879,13.67960335,17.72486535,19.6438064,21.07058523,22.1192327,22.05284221,23.31331972,24.63149475,25.65816725,22.10538609,23.33083033,26.42784391,29.42040946,28.15206246,28.50217795,30.32979072,27.23014311,22.28302227,20.57704882,20.41072678,26.42397209,30.44224098,46.62739691,44.63430817,0,0,0,0,0,0,0,0,,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,75.89053354,76.93270182,78.81220512,80.22600916,81.0578715,82.06430637,82.89072822,82.97107213,84.45790005,84.5800741,85.474826,86.66609178,86.49674645,87.1539813,87.70533336,87.49991369,87.56470787,87.94314524,88.62972982,88.22695637,88.33977481,88.73021636,89.21884414,89.55408798,89.74179204,89.63461609,90.22907693,90.04947882,90.38073572,90.15905284,90.33430324,90.34350302,90.17892655,90.36757861,90.61520384,90.71581605,90.95039674,91.64618208,91.58934264,91.4243498,91.40660176,91.50377367,91.16633701,91.48227195,91.27563969,91.53993616,92.06627597,92.13712401,92.2055741,92.27082278,92.42733512,91.86532167,92.03293427,,
Montenegro,MNE,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.20556814,59.63367046,56.89872478,63.91756727,55.45580623,64.73790282,63.3695614,61.49066942,63.96491499,64.71329926,65.70165474,0,0,0,0,0,0,0,0,,
Mongolia,MNG,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.79024647,97.57762999,97.25973584,96.80581262,96.44050381,96.22797799,95.50929118,95.7249411,95.73979992,96.37476581,94.0201217,93.21779377,93.10401582,92.89495952,93.10360262,94.0112661,94.31389096,94.58525062,94.59928487,94.8423063,94.84662944,95.21705906,95.9248334,94.98170755,94.79293668,98.55606068,0,0,0,0,0,0,0,0,,
Northern Mariana Islands,MNP,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.566007291,5.022505856,5.619168613,6.271633546,5.461977333,5.743769573,5.605018026,6.527707484,5.331453762,5.5820767,6.731142508,6.55830996,5.911134902,6.75866379,6.638649431,5.919194152,6.139507352,9.291569068,8.816052304,9.176629258,10.84549685,10.66843701,9.830294478,10.41226589,14.85477312,23.68365751,0,0,0,0,0,0,0,0,,
Mauritania,MRT,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.45476772,58.45232273,59.04555712,62.67488322,65.86934134,63.29306101,65.39140684,63.78368606,65.4879042,75.7488401,73.8611897,73.52558478,75.41839385,75.83916377,75.46051908,77.39566882,79.54170861,80.32411227,79.42503648,81.04460029,81.86571993,82.43594267,83.27225206,84.47094738,85.05562342,83.34124636,0,0,0,0,0,0,0,0,,
Malawi,MWI,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malaysia,MYS,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.5940629,93.93945288,94.51296373,94.63744368,94.12040729,94.6532636,95.39085985,96.32946136,95.93437246,95.41418935,96.05540489,96.25893648,96.73836932,97.11586196,97.2544908,97.85119606,97.76172294,,99.03425292,99.38348806,98.01093547,97.95303448,98.0671355,98.04007583,97.94032378,67.09043699,0,0,0,0,0,0,0,0,,
North America,NAC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,94.66844187,94.72183996,94.8003376,95.00987243,95.02844149,95.12301563,95.1875987,95.19445704,95.11948012,95.01774601,94.99900158,94.7043859,94.41601434,93.94958222,93.11362846,92.27313951,92.1491038,91.54944919,90.81850214,90.84675367,90.38192495,89.73927309,88.98087588,88.25559694,87.73122662,87.03648334,86.25047548,86.03335706,85.78279115,85.88501206,85.14211238,84.35815614,84.35844399,84.75045346,84.45282991,84.14018494,84.24976823,85.25197229,85.04795809,84.75138794,84.94152718,85.35959888,85.19758241,85.2952884,85.0024659,84.90141059,84.540336,84.56591018,83.90219135,83.16280642,83.19007396,82.66752177,82.55251014,82.0249548,81.95545049,81.91787656,81.50903134,81.2550932,81.34655278,81.26309285,80.06609269,80.66421268,80.69512493,80.1388057,80.24281002,
Namibia,NAM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.1184821,56.42678316,59.87620874,64.0575395,64.71576328,65.37989825,65.79038126,64.843511,64.00112782,60.46028063,65.49537934,61.97989127,62.52053091,60.399853,60.6027578,60.09788892,61.19490734,62.60793645,61.76843433,74.95486302,74.80103619,74.29708638,76.72027035,75.50164666,75.64009262,0,0,0,0,0,0,0,0,,
New Caledonia,NCL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
