Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
East Asia & Pacific (excluding high income),EAP,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,56.9338499,57.87197963,58.49990681,58.62259808,61.18477369,61.83315722,64.22112273,66.42996788,66.56045905,66.10260957,65.43811208,65.78389962,66.75674445,67.94415293,68.31926745,69.06350645,69.93846161,70.85727552,70.9382329,72.70630249,72.16763516,72.77171123,74.0595138,74.56264709,75.89360741,76.74074288,76.8027512,76.76423444,77.18056514,78.18509807,79.04437687,80.19434592,82.25281866,84.01459149,85.2910287,86.12419283,87.06683964,87.21031648,87.84244573,88.58536371,89.20754286,89.01806149,88.98575791,88.51054241,88.22525292,87.41548367,87.07930626,86.68569211,86.47884093,86.29184165,86.04283341,85.65231954,85.81835748,,
Early-demographic dividend,EAR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,44.19907189,44.15911347,49.04966574,51.62627951,53.97489237,56.08172971,59.44922184,60.62461071,62.18319547,64.16108791,65.65402953,56.18210453,56.64035821,57.82240218,58.87666793,59.25905648,60.43458685,61.63772529,62.1138261,63.4580975,64.77330875,66.24525247,67.28231449,67.17879103,67.37356051,68.08271812,68.40550484,69.20655178,69.73197145,70.29494463,73.62287659,74.24523756,74.61533523,75.20275756,75.656125,75.89029114,76.09260452,76.38349898,76.75081027,77.43243532,78.40581052,78.4349644,78.93576685,79.34827824,79.8314622,80.148991,80.49692781,80.98045433,81.61492337,81.78522814,81.9998095,82.13229354,82.51939903,82.11860805,82.61667287,82.48087954,82.37899851,82.36901179,81.88992499,81.70080949,80.73192794,81.37103572,81.08946848,81.51073182,86.03392173,
East Asia & Pacific,EAS,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,91.14805622,91.19144208,91.78950899,91.99572479,92.67797122,92.68585722,93.11888916,94.40521725,94.72148855,95.23342119,95.52565262,72.97008622,73.74900645,75.09560335,74.62725188,74.83156041,75.39160905,76.7022866,76.98255091,76.98601348,76.20906123,75.43414203,75.06548109,75.06475883,75.47822564,74.91536252,75.29719596,75.33150733,76.40001356,76.55935919,77.62589097,77.29258046,77.90106583,78.36325503,78.79926906,79.194943,79.67745615,79.63952666,79.19678062,79.6830333,80.36338779,80.86185097,81.69445582,83.37136261,84.25042085,84.79410677,85.40071516,86.47369874,86.49931154,86.8165745,87.40398914,88.90970634,89.29809071,89.31504324,88.80948462,88.46367396,87.79967422,87.50578968,87.01514847,86.6795888,86.45443726,86.13230239,85.704733,85.61921935,82.03310844,
Europe & Central Asia (excluding high income),ECA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,44.19907189,44.15911347,49.04966574,51.62627951,53.97489237,56.08172971,59.44922184,60.62461071,62.18319547,64.16108791,65.65402953,69.44968317,70.8387258,72.52383491,72.76280286,72.60948401,73.32102264,74.9208697,74.0238417,71.26881311,72.71990538,72.1007063,72.5912428,74.24530523,74.87639849,76.90529403,77.92299667,78.85355696,77.23045665,79.7781887,93.44248998,93.14373247,92.30046615,91.17541609,90.51351392,90.08351932,88.60163546,88.53483906,88.47269973,88.67017305,88.76782959,88.74685209,88.75909506,89.16216526,89.24143964,89.10562024,89.40349095,89.60190472,89.89932068,89.15156322,89.06983218,89.56618413,89.19456929,88.83315922,88.14478839,86.84587018,87.17835652,87.14631956,86.98845148,85.97502071,85.63459529,85.85400347,85.63798278,85.45781694,80.86,
Europe & Central Asia,ECS,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,93.75287613,93.57544681,93.67088812,93.93110247,94.11113866,93.95495435,93.434319,93.50989638,93.54896715,93.81762985,93.61227863,93.87001842,93.33997101,93.78255538,93.44440276,92.72491955,92.99609428,91.90301841,91.78857577,91.74826757,91.03050454,89.21201412,88.490343,87.27272345,85.53891722,84.2539332,83.75479212,83.46446324,82.50451942,82.06105401,87.18214459,86.86960868,85.89967265,84.93101182,84.46244052,84.16410576,83.75646452,83.21353277,83.15924288,82.7994353,82.66455969,82.43136425,82.32730426,82.50214301,82.25914696,82.0435262,81.98556944,81.89674524,81.60572513,80.51911295,80.47188892,80.46926297,79.83779155,79.20856913,78.39682462,77.92475052,78.18504061,78.33546347,78.03124386,77.09186129,76.43996437,77.17058094,77.60971781,76.3776298,66.52307967,
Ecuador,ECU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.20845404,78.64723184,81.83407273,79.69505618,80.38780681,84.10864785,83.40534,85.74665487,84.96155023,82.85336362,91.47918589,93.05923283,83.70027803,76.67803866,70.26821961,68.32309226,69.73764853,72.40038406,73.10306672,82.29926757,79.05597863,78.68000188,77.97345829,79.82138311,78.15160616,36.9378997,0,0,0,0,0,0,0,0,,
"Egypt, Arab Rep.",EGY,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.25668841,90.11026847,90.41765707,90.33625832,89.60222449,89.99921652,90.3819138,90.59888017,91.22400135,90.88620829,91.48981985,90.7295039,91.92075725,91.95637052,92.86163202,93.66707875,93.77973219,93.90444192,94.21538838,94.47139314,94.3283973,94.05864785,93.8930441,93.89739021,90.22065735,62.71065731,0,0,0,0,0,0,0,0,,
Euro area,EMU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,94.02150651,93.95176935,94.14510042,94.50935994,95.00374686,95.02813063,94.34535818,94.70140719,94.93965045,95.17184393,94.33540763,94.18444638,93.52201812,94.32892069,94.11210288,93.2247745,93.8871932,92.5654616,92.42799044,92.04647759,91.23984581,89.07712431,88.01324584,86.525849,84.33698769,82.54240837,81.80502828,81.48562738,80.5312638,80.1759652,80.23164032,80.01244841,79.16929663,78.37324871,78.52754995,78.62216725,78.33075609,77.9576304,78.31275003,77.79727429,77.28524735,77.23747675,77.09643439,76.9360297,76.72509154,76.47587902,75.9392291,75.63705446,74.68371624,73.78860679,73.10181678,72.71931207,71.87936719,71.08739413,69.85401521,70.35650313,70.7097507,71.2107403,70.20137458,69.32125653,68.05929883,67.95167276,69.02653588,66.65563319,64.98090169,
Eritrea,ERI,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.35271002,23.18198419,25.52818765,26.78922632,27.86289479,25.10034942,28.76830591,29.24395221,28.23366717,28.20966247,28.00905088,28.81266199,37.51330971,37.29147884,27.05991774,27.88873503,19.1234598,22.68392503,21.80611927,21.424404,22.15289883,22.47536368,22.85073128,23.2563832,0,0,0,0,0,0,0,0,,
Spain,ESP,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.37002669,77.93597886,79.23755504,77.67432493,78.59248041,79.60270634,77.85504889,80.05944639,79.52502223,80.97506168,80.96563991,80.16527338,81.77304432,81.12687027,82.14179823,83.77219879,82.59634554,83.47690494,82.11575197,79.93735324,76.21466875,76.65230406,75.18150863,72.74544099,71.73880987,73.53257023,0,0,0,0,0,0,0,0,0,
Estonia,EST,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.97932198,39.64738623,32.43537198,31.65379757,28.65282065,25.91284543,27.23504513,27.11589688,30.45501368,31.47375249,28.62670855,31.44989143,29.93954712,29.21438643,28.80970375,29.00982437,29.59490707,25.87613043,27.82066431,25.28600036,19.65917798,18.55413253,20.49414614,17.92647211,15.7466117,14.74589796,0,0,0,0,0,0,0,0,0,
Ethiopia,ETH,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.644141442,4.422285983,2.915962645,3.555928361,3.961789265,4.34263988,4.559474177,4.29627338,4.307732163,4.1749708,4.430571601,5.327978254,5.394618458,5.661383598,5.753231274,5.270634223,5.460874812,5.960428024,6.277897863,6.213758693,5.857853209,5.830301503,6.3795511,7.344053168,8.273074441,8.351282873,0,0,0,0,0,0,0,0,,
European Union,EUU,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,93.7610629,93.62560708,93.81377191,94.19565521,94.5696987,94.60694039,94.14087001,94.36065347,94.50360467,94.79038969,94.22245621,94.50827106,93.98593857,94.48097835,94.26894851,93.43752727,93.90027924,92.6478886,92.4979578,92.51077329,91.78282082,89.77261626,89.06508402,87.73915452,85.78693341,84.28127353,83.58832259,83.22137384,82.28146015,81.8688567,81.3779649,80.92584511,80.19014709,79.4160531,79.29580109,79.35838559,79.19777666,78.6225045,78.68894959,78.12975519,77.7222633,77.60357973,77.46327899,77.44390812,76.99239794,76.67965396,76.38349544,76.02376984,75.03204988,74.01428168,73.38290575,73.06004713,71.92073835,71.11422543,69.9353011,70.36195569,70.62365018,71.02540536,70.0370201,69.03445677,67.82263134,67.94168094,68.69015846,66.35111743,64.76664189,
Fragile and conflict affected situations,FCS,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,30.91336064,31.76361219,33.8013343,35.57000596,36.2553333,37.36786402,38.51807282,40.17780469,41.59056512,43.19515401,44.25483618,44.5268095,45.83466384,45.34646277,45.4703852,45.76903204,45.73236457,45.63255041,46.08256058,76.49878087,76.0365569,74.31576739,72.53444169,70.9189585,70.20196041,68.40946385,68.02693602,66.67513846,66.71616767,67.46160069,67.08854149,67.7043682,67.13303741,66.19396049,66.22980454,64.94859358,65.02159257,64.86472703,62.88905293,65.7160685,64.37018928,62.68828468,62.58576837,61.89392807,58.89777219,59.65490145,59.544838,58.50592631,58.65927613,54.23606482,55.5300616,53.32615808,54.16478157,,
Finland,FIN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.46966765,56.56178709,53.92813651,54.80485599,56.88380373,52.94548892,55.65092411,53.26433239,51.49638721,50.79214589,49.82626963,50.37191986,51.39080419,54.45969868,53.37867357,49.23233723,51.74354364,49.86347798,47.82417643,48.5816044,48.91594198,47.09451086,43.10203468,42.47334441,41.96179755,40.22905463,0,0,0,0,0,0,0,0,0,
Fiji,FJI,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
France,FRA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.22455973,58.01362351,56.23141161,54.2613373,53.38579268,53.64798548,53.91210156,52.97055433,54.85729015,54.0873966,52.86841733,53.46468988,52.87207189,52.37588247,52.10432434,51.97412724,51.57830293,51.35242741,50.50994186,50.53027919,49.54638207,47.39794545,47.85915361,47.40244085,45.03521217,45.17655074,0,0,0,0,0,0,0,0,0,
Faroe Islands,FRO,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.00711228,31.89591987,34.47552431,36.75340077,28.36646315,32.60656878,34.50975932,34.23161627,36.77406997,33.55020396,32.42682719,35.17782244,28.07278123,23.57226365,20.95437634,20.16241968,18.50843982,18.19578951,17.08036487,16.42798052,18.88620123,26.23713986,30.8224882,22.02873271,22.46019272,6.488200324,0,0,0,0,0,0,0,0,,
United Kingdom,GBR,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.6463001,90.20057415,89.21064057,87.78408244,87.75985407,87.69715779,87.55868607,86.71725069,86.76146222,87.22952389,88.39519397,87.81199381,87.80183391,88.05916997,88.54722498,88.08121183,88.55078107,89.56908565,89.95987937,87.41174292,88.04715647,85.51490219,85.52134098,84.26220699,82.97322714,80.08878901,0,0,0,0,0,0,0,0,0,
Georgia,GEO,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.82204576,87.16951433,84.55493085,77.97325252,80.44373548,68.28755106,60.53322358,59.86072,59.13243087,55.69164871,59.00642523,55.0847258,49.58558231,52.14054448,53.76825753,64.40764755,70.39997715,70.68300537,66.78333044,66.98766944,64.69847622,72.75749503,74.45474731,64.58937099,71.39239354,73.9831017,0,0,0,0,0,0,0,0,,
Ghana,GHA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.23365923,16.56048691,16.08662188,17.40651738,17.60880534,18.78362449,19.34296098,20.48116061,26.6188373,25.8598958,28.12936395,32.18085034,35.92000166,36.46535694,37.09842644,37.63986896,42.71864957,46.13906442,40.23925553,45.81629172,48.78078839,49.85590074,51.26329643,53.02171787,52.67439064,52.77633091,0,0,0,0,0,0,0,0,,
Gibraltar,GIB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.36410285,76.75901424,80.01217185,80.17782528,81.73817159,81.46161217,81.7355465,81.70744308,81.92854148,82.54218981,83.22111213,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,
Guinea,GIN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Greece,GRC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.56260742,94.05521695,94.32117643,94.16050421,94.26944517,93.84952445,93.46256952,93.39839687,93.9634107,94.05707643,94.38860362,94.18826351,93.86002664,93.76746509,93.57224002,93.22031345,92.68083939,92.93260865,92.63554712,92.1905329,90.18869805,90.6497139,89.94144827,87.79012479,85.85147637,83.88257694,0,0,0,0,0,0,0,0,0,
Grenada,GRD,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
Greenland,GRL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.86377191,28.58316159,30.93035896,31.66682957,35.52833965,36.57852117,37.66738996,38.21492251,42.18500566,40.15080887,41.31139122,42.05098759,37.89215176,37.02233697,37.41319749,37.79164367,37.26671593,37.56375388,34.40878096,35.65670377,32.15618394,31.89797334,30.86240594,34.58818551,41.65658591,37.1328303,0,0,0,0,0,0,0,0,,
Guam,GUM,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,
High income,HIC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,94.42732406,94.38922762,94.49635621,94.68164936,94.78318706,94.75366354,94.6525559,94.7787431,94.76749368,94.82589127,94.71625841,94.59989065,94.27860956,94.27945777,93.61969718,92.86188021,92.88907045,92.24398131,91.64653292,91.60196226,91.01319678,89.93573477,89.14376981,88.21221872,87.20424017,86.06244451,85.50219756,85.15569938,84.92746784,84.82649433,85.71503731,85.2711611,84.96432383,84.69642856,84.52009661,84.17937043,84.15098124,84.29009009,84.07064219,83.88562176,83.94142653,84.04513506,84.02847613,84.30226103,83.92343783,83.66617495,83.49561092,83.70881672,83.30350924,82.57140411,82.58161054,82.99421901,83.07988589,82.68087199,82.40587547,82.27180983,82.15413287,82.07171689,81.79544843,81.30650509,80.52878615,80.82248598,81.04722186,80.0841527,75.93409342,
"Hong Kong SAR, China",HKG,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.96619159,93.36956978,95.0314638,,89.38806444,91.29081878,89.30902198,90.70245738,94.70906544,96.38675344,90.25278211,95.74970534,95.06067686,94.03547084,97.56125019,94.07227983,97.02324994,95.93155892,95.72611901,97.90465279,95.14560257,96.59121057,95.66672075,95.42424828,96.4202283,86.96239245,0,0,0,0,0,0,0,0,,
Honduras,HND,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.01349588,29.86669532,32.27967881,33.221121,36.94836507,41.23288958,40.31984111,38.10651116,42.86510056,47.6843013,48.10956384,52.63158109,53.00113812,54.21407103,55.64093079,56.96437931,46.6947981,55.66101896,53.80872299,48.85614911,49.68559116,50.86731261,49.5303428,48.94932482,51.3275605,48.87322585,0,0,0,0,0,0,0,0,,
Heavily indebted poor countries (HIPC),HPC,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,15.31131895,15.49121525,16.0253514,15.78334693,15.36645562,15.57221435,16.08505852,15.90729172,15.49406982,15.54054003,15.16889315,15.08739036,14.17732244,14.26505074,13.96840342,14.03699426,14.19842346,14.15262652,14.02823162,13.20331048,12.60535439,12.52983584,12.33014897,12.27603584,13.06057383,13.77063213,14.09799025,14.80275642,15.93255656,15.13168968,15.33961801,16.2909172,16.24086349,16.45004806,16.89645376,17.63872919,18.91956764,19.20012372,19.24510384,19.55601755,20.35373635,20.07311891,21.41256605,22.0315041,22.82650231,23.05325623,22.90789318,23.28204284,23.72198247,22.29666115,23.06259393,23.20557393,22.81945835,,
Croatia,HRV,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.96345936,74.99480771,78.84770646,80.32822012,79.77097468,79.45580887,73.35370595,78.48545327,81.03477012,78.0958434,77.66842338,77.45590295,79.69718982,79.61678569,78.12979557,77.06602244,77.68266771,79.76216256,78.18654774,76.38267321,74.44495474,74.74978074,72.36927945,71.42954537,70.87481597,28.94915793,0,0,0,0,0,0,0,0,,
Haiti,HTI,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.03744956,12.27902858,11.46980558,9.543320662,2.833554402,11.97162503,13.32393919,16.59704751,15.19727919,16.03579026,15.56678559,17.27932982,18.73663453,17.62269801,20.15855715,20.44730386,20.32286624,22.54344461,21.96746739,19.92011277,17.69600276,17.68701103,17.84982154,18.05197347,22.00736997,22.78887352,0,0,0,0,0,0,0,0,,
Hungary,HUN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.59934041,81.66575449,81.05340116,81.89559581,81.16073181,81.59692021,81.94610339,81.8797313,82.16181582,81.73374714,80.53188518,80.97396604,80.78396927,83.12786521,81.8109099,78.92425409,78.69364971,77.46665521,76.65323027,72.11193965,71.96381371,70.46441199,68.19356234,65.42466317,65.3462673,66.1101626,0,0,0,0,0,0,0,0,0,
IBRD only,IBD,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,89.33975945,89.61421352,90.24593901,90.48215583,90.86472002,91.11421493,91.26485869,91.43384414,91.72587448,92.16273227,92.61986408,63.97838131,64.65023507,65.7127664,66.13832433,67.36154361,68.15358219,69.426377,70.69285469,70.98264144,71.01917972,70.75111652,71.2987944,71.32824416,71.67294353,72.02934135,72.4798004,73.02995259,73.47343795,73.66512709,81.9650824,81.67814274,81.20147319,80.9992596,80.66630921,80.95095464,81.01929486,80.92653799,80.84503641,81.00831333,81.50143607,81.83371099,82.16128208,83.06200458,83.80573803,84.35750915,84.77365039,85.26582156,85.49439242,85.66636353,86.16603466,86.6606425,86.62302041,86.4467245,86.27093348,85.85092253,85.34980064,85.12122001,84.81634052,84.50865983,83.95917182,84.32509452,83.98443017,84.10843201,71.38594754,
IDA & IBRD total,IBT,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,89.33975945,89.61421352,90.24593901,90.48215583,90.86472002,91.11421493,91.26485869,91.43384414,91.72587448,92.16273227,92.61986408,58.55054888,59.3018298,60.42576354,60.87894259,62.15038742,62.99207081,64.364093,65.69862741,66.04326041,66.08994436,65.841304,66.43728456,66.448792,66.82741014,67.17153433,67.63386034,68.28452695,68.7436877,68.9104809,79.0010295,78.70199121,78.10292848,77.87931079,77.38456481,77.58034205,77.64800733,77.5037304,77.4383568,77.61727101,78.18410946,78.45772121,78.78300685,79.71745784,80.46871266,81.06781759,81.55410095,82.13697338,82.41989454,82.51327721,83.14282198,83.63563812,83.52392033,83.34737633,83.21337509,82.75186742,82.30909946,82.15458647,81.92632498,81.66566899,81.05946629,81.48656039,81.103933,81.23933167,69.80697192,
IDA total,IDA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,17.06101113,18.27442412,19.26492775,19.53130534,19.53996055,20.28691657,21.2056848,21.67519693,22.47507901,23.00633814,23.84852945,24.9675851,25.14882699,25.0768349,25.24286469,25.50455798,26.94638209,27.22491037,27.52261317,43.76698213,44.00031746,42.97325617,42.87964873,41.43663229,40.17812851,40.97692086,41.19395678,41.96855689,42.90423976,44.14781235,44.18699919,44.15241241,44.12535942,43.89016923,44.34798976,44.71021866,45.3586523,45.62892615,44.27125562,45.69597234,46.24639258,44.23613147,44.21936353,44.84210067,44.15640581,45.47784453,46.1608044,46.3778155,46.82590035,46.84535959,47.13591924,45.7100056,45.00091493,20.26,
IDA blend,IDB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,18.87874593,19.15953186,20.37708238,20.90120568,21.56205119,22.37018687,23.5533435,24.4291009,25.13722086,26.23966463,27.46765396,28.50773415,28.79359644,27.88336302,28.72935957,28.6827209,30.71341802,30.99520495,31.81773985,61.29002109,61.62643455,61.08220083,61.31102579,59.90199828,57.82644694,58.49392337,58.58187676,58.34608572,59.39418031,61.5457027,61.17263809,60.78109041,60.20847046,59.03306694,58.8514075,58.83597916,58.94932975,59.20507597,57.40339402,59.94239071,60.20105429,57.71687434,58.06685145,58.82039843,57.77192704,59.0082406,59.32626319,59.31203777,59.78678653,60.83197862,60.84791154,58.34115837,57.80291569,20.26,
Indonesia,IDN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.24269956,63.65727229,64.55512389,67.76363352,66.182814,69.01075464,69.89571076,70.7162723,69.83167501,71.44707912,76.18565363,75.5969248,76.74978432,76.97384881,78.5253357,79.407681,79.64180043,79.36813336,78.44579996,80.57869676,85.74762668,79.78058003,79.95648201,79.12727732,81.08246583,54.3204501,0,0,0,0,0,0,0,0,,
IDA only,IDX,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,15.50205337,17.52595079,18.31431289,18.34335014,17.74977935,18.41890169,19.06432838,19.1104052,19.96852169,19.88823749,20.27225649,21.44673948,21.49297637,22.30838576,21.73596779,22.28783026,23.01796635,23.27786226,22.94911934,27.16004439,26.9663749,25.27059254,24.43855048,23.69638257,24.58974559,25.30565841,25.81362349,27.41076049,27.96092937,28.57716631,29.20960796,29.52443311,30.16099671,30.63046355,31.84199869,32.76727219,33.89305646,34.35536554,33.86119639,33.72362964,34.28904894,33.14014685,33.04040387,33.66767104,33.52716034,34.89098899,36.04257119,36.72056116,37.12788337,36.25742006,36.45752648,36.36520172,35.56199386,,
Isle of Man,IMN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.72196724,59.9035797,60.977556,61.58776525,62.21298221,64.11885885,64.59502315,65.36867244,65.5435582,66.9999797,67.25160049,67.12901707,67.93666428,68.165462,69.01828735,69.3475085,70.04389072,70.95317496,71.4399671,75.57244497,74.84569361,74.91097353,75.07474779,74.98186721,75.78572873,45.95662915,0,0,0,0,0,0,0,0,,
Not classified,INX,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.05787283,85.42830712,84.55508938,86.14997822,86.84849684,88.04886721,89.44113007,89.28923259,90.05455769,91.78732636,92.49944027,92.50903463,91.41302772,91.9839501,93.26088698,90.66931129,90.72050121,91.14912288,89.43964326,88.20825085,90.06325157,88.01431376,86.67784239,86.65880476,84.90116626,85.15844198,0,0,0,0,0,0,0,0,0,
"Iran, Islamic Rep.",IRN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.91467454,98.89952253,98.66069061,98.72289843,99.02760627,99.10080108,99.07315418,99.26769354,99.32196868,99.57043645,99.65963689,99.5796133,99.37540791,99.19652518,99.30014967,98.85594725,98.76589307,98.8405176,99.52311852,99.52150624,99.40961592,99.37507579,98.96389113,98.57078766,99.89014458,59.09089459,0,0,0,0,0,0,0,0,,
Iraq,IRQ,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.76718639,99.36775408,99.64053366,,,,,,97.68689303,96.8622642,97.27623154,97.1714853,96.98399938,,95.84954206,95.57460238,92.1027764,95.52741735,96.46848008,,,,,,,49.08641112,0,0,0,0,0,0,0,0,,
